statecode,countycode,v139_numerator,v139_denominator,v139_rawvalue,v139_cilow,v139_cihigh,v139_sourceflag,v139_flag_CT
00,000,44151000,,0.135,,,,
01,000,896510,,0.175,,,,
01,001,,,,,,,
01,003,,,,,,,
01,005,,,,,,,
01,007,,,,,,,
01,009,,,,,,,
01,011,,,,,,,
01,013,,,,,,,
01,015,,,,,,,
01,017,,,,,,,
01,019,,,,,,,
01,021,,,,,,,
01,023,,,,,,,
01,025,,,,,,,
01,027,,,,,,,
01,029,,,,,,,
01,031,,,,,,,
01,033,,,,,,,
01,035,,,,,,,
01,037,,,,,,,
01,039,,,,,,,
01,041,,,,,,,
01,043,,,,,,,
01,045,,,,,,,
01,047,,,,,,,
01,049,,,,,,,
01,051,,,,,,,
01,053,,,,,,,
01,055,,,,,,,
01,057,,,,,,,
01,059,,,,,,,
01,061,,,,,,,
01,063,,,,,,,
01,065,,,,,,,
01,067,,,,,,,
01,069,,,,,,,
01,071,,,,,,,
01,073,,,,,,,
01,075,,,,,,,
01,077,,,,,,,
01,079,,,,,,,
01,081,,,,,,,
01,083,,,,,,,
01,085,,,,,,,
01,087,,,,,,,
01,089,,,,,,,
01,091,,,,,,,
01,093,,,,,,,
01,095,,,,,,,
01,097,,,,,,,
01,099,,,,,,,
01,101,,,,,,,
01,103,,,,,,,
01,105,,,,,,,
01,107,,,,,,,
01,109,,,,,,,
01,111,,,,,,,
01,113,,,,,,,
01,115,,,,,,,
01,117,,,,,,,
01,119,,,,,,,
01,121,,,,,,,
01,123,,,,,,,
01,125,,,,,,,
01,127,,,,,,,
01,129,,,,,,,
01,131,,,,,,,
01,133,,,,,,,
02,000,106080,,0.145,,,,
02,013,,,,,,,
02,016,,,,,,,
02,020,,,,,,,
02,050,,,,,,,
02,060,,,,,,,
02,063,,,,,,,
02,066,,,,,,,
02,068,,,,,,,
02,070,,,,,,,
02,090,,,,,,,
02,100,,,,,,,
02,105,,,,,,,
02,110,,,,,,,
02,122,,,,,,,
02,130,,,,,,,
02,150,,,,,,,
02,158,,,,,,,
02,164,,,,,,,
02,170,,,,,,,
02,180,,,,,,,
02,185,,,,,,,
02,188,,,,,,,
02,195,,,,,,,
02,198,,,,,,,
02,220,,,,,,,
02,230,,,,,,,
02,240,,,,,,,
02,275,,,,,,,
02,282,,,,,,,
02,290,,,,,,,
04,000,1067120,,0.144,,,,
04,001,,,,,,,
04,003,,,,,,,
04,005,,,,,,,
04,007,,,,,,,
04,009,,,,,,,
04,011,,,,,,,
04,012,,,,,,,
04,013,,,,,,,
04,015,,,,,,,
04,017,,,,,,,
04,019,,,,,,,
04,021,,,,,,,
04,023,,,,,,,
04,025,,,,,,,
04,027,,,,,,,
05,000,592860,,0.193,,,,
05,001,,,,,,,
05,003,,,,,,,
05,005,,,,,,,
05,007,,,,,,,
05,009,,,,,,,
05,011,,,,,,,
05,013,,,,,,,
05,015,,,,,,,
05,017,,,,,,,
05,019,,,,,,,
05,021,,,,,,,
05,023,,,,,,,
05,025,,,,,,,
05,027,,,,,,,
05,029,,,,,,,
05,031,,,,,,,
05,033,,,,,,,
05,035,,,,,,,
05,037,,,,,,,
05,039,,,,,,,
05,041,,,,,,,
05,043,,,,,,,
05,045,,,,,,,
05,047,,,,,,,
05,049,,,,,,,
05,051,,,,,,,
05,053,,,,,,,
05,055,,,,,,,
05,057,,,,,,,
05,059,,,,,,,
05,061,,,,,,,
05,063,,,,,,,
05,065,,,,,,,
05,067,,,,,,,
05,069,,,,,,,
05,071,,,,,,,
05,073,,,,,,,
05,075,,,,,,,
05,077,,,,,,,
05,079,,,,,,,
05,081,,,,,,,
05,083,,,,,,,
05,085,,,,,,,
05,087,,,,,,,
05,089,,,,,,,
05,091,,,,,,,
05,093,,,,,,,
05,095,,,,,,,
05,097,,,,,,,
05,099,,,,,,,
05,101,,,,,,,
05,103,,,,,,,
05,105,,,,,,,
05,107,,,,,,,
05,109,,,,,,,
05,111,,,,,,,
05,113,,,,,,,
05,115,,,,,,,
05,117,,,,,,,
05,119,,,,,,,
05,121,,,,,,,
05,123,,,,,,,
05,125,,,,,,,
05,127,,,,,,,
05,129,,,,,,,
05,131,,,,,,,
05,133,,,,,,,
05,135,,,,,,,
05,137,,,,,,,
05,139,,,,,,,
05,141,,,,,,,
05,143,,,,,,,
05,145,,,,,,,
05,147,,,,,,,
05,149,,,,,,,
06,000,5352790,,0.137,,,,
06,001,,,,,,,
06,003,,,,,,,
06,005,,,,,,,
06,007,,,,,,,
06,009,,,,,,,
06,011,,,,,,,
06,013,,,,,,,
06,015,,,,,,,
06,017,,,,,,,
06,019,,,,,,,
06,021,,,,,,,
06,023,,,,,,,
06,025,,,,,,,
06,027,,,,,,,
06,029,,,,,,,
06,031,,,,,,,
06,033,,,,,,,
06,035,,,,,,,
06,037,,,,,,,
06,039,,,,,,,
06,041,,,,,,,
06,043,,,,,,,
06,045,,,,,,,
06,047,,,,,,,
06,049,,,,,,,
06,051,,,,,,,
06,053,,,,,,,
06,055,,,,,,,
06,057,,,,,,,
06,059,,,,,,,
06,061,,,,,,,
06,063,,,,,,,
06,065,,,,,,,
06,067,,,,,,,
06,069,,,,,,,
06,071,,,,,,,
06,073,,,,,,,
06,075,,,,,,,
06,077,,,,,,,
06,079,,,,,,,
06,081,,,,,,,
06,083,,,,,,,
06,085,,,,,,,
06,087,,,,,,,
06,089,,,,,,,
06,091,,,,,,,
06,093,,,,,,,
06,095,,,,,,,
06,097,,,,,,,
06,099,,,,,,,
06,101,,,,,,,
06,103,,,,,,,
06,105,,,,,,,
06,107,,,,,,,
06,109,,,,,,,
06,111,,,,,,,
06,113,,,,,,,
06,115,,,,,,,
08,000,744950,,0.127,,,,
08,001,,,,,,,
08,003,,,,,,,
08,005,,,,,,,
08,007,,,,,,,
08,009,,,,,,,
08,011,,,,,,,
08,013,,,,,,,
08,014,,,,,,,
08,015,,,,,,,
08,017,,,,,,,
08,019,,,,,,,
08,021,,,,,,,
08,023,,,,,,,
08,025,,,,,,,
08,027,,,,,,,
08,029,,,,,,,
08,031,,,,,,,
08,033,,,,,,,
08,035,,,,,,,
08,037,,,,,,,
08,039,,,,,,,
08,041,,,,,,,
08,043,,,,,,,
08,045,,,,,,,
08,047,,,,,,,
08,049,,,,,,,
08,051,,,,,,,
08,053,,,,,,,
08,055,,,,,,,
08,057,,,,,,,
08,059,,,,,,,
08,061,,,,,,,
08,063,,,,,,,
08,065,,,,,,,
08,067,,,,,,,
08,069,,,,,,,
08,071,,,,,,,
08,073,,,,,,,
08,075,,,,,,,
08,077,,,,,,,
08,079,,,,,,,
08,081,,,,,,,
08,083,,,,,,,
08,085,,,,,,,
08,087,,,,,,,
08,089,,,,,,,
08,091,,,,,,,
08,093,,,,,,,
08,095,,,,,,,
08,097,,,,,,,
08,099,,,,,,,
08,101,,,,,,,
08,103,,,,,,,
08,105,,,,,,,
08,107,,,,,,,
08,109,,,,,,,
08,111,,,,,,,
08,113,,,,,,,
08,115,,,,,,,
08,117,,,,,,,
08,119,,,,,,,
08,121,,,,,,,
08,123,,,,,,,
08,125,,,,,,,
09,000,516640,,0.143,,,,
09,001,,,,,,,U
09,003,,,,,,,U
09,005,,,,,,,U
09,007,,,,,,,U
09,009,,,,,,,U
09,011,,,,,,,U
09,013,,,,,,,U
09,015,,,,,,,U
09,110,,,,,,,A
09,120,,,,,,,A
09,130,,,,,,,A
